,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1016,HDSigDB_Mouse_2021,ATN1-ATXN2 Shared Co-Expressed Genes In HD-associated Brain Region PMID29249939,4/456,0.4524323111740417,0.8056587173413859,0,0,1.1677201854193004,0.9261388652844944,COG4;WDR18;FLYWCH1;SENP3
1017,HDSigDB_Mouse_2021,Genes Down-Regulated In Vehicle Treated Wild Type Vs STHdhQ111 GSE129143,30/3847,0.4541864074834119,0.807565301289098,0,0,1.0413612871516509,0.8218918716652371,YWHAE;TNFAIP8;CRABP2;RPLP1;OSGEP;PDF;CBS;FTH1;PRDX1;GRB10;IGF2BP1;MCMBP;POLR2G;MEST;TMPO;ACTR2;CSNK2A1;COG4;RPL22;VEGFB;COPZ1;EEF1A1;FAM189B;KRT18;ARMC10;VPS41;PMP22;RPS20;FKBP9;EZH2
1018,HDSigDB_Mouse_2021,Genes Down-Regulated In Pvalb/Th-expressing Interneurons Of zQ175DN Vs WT PMID32681824,2/203,0.4545995476394275,0.807565301289098,0,0,1.3120972319610005,1.0343765834660394,PEG3;ETV5
1019,HDSigDB_Mouse_2021,Down-regulated Genes In HdhQ111 Vs WT Mice GSE97101,1/80,0.4552866773142844,0.807565301289098,0,0,1.6683544303797468,1.3127079770846095,MYH7
1020,HDSigDB_Mouse_2021,Genes Changed In HD Fibroblasts Treated With ZFP-33074 Vs Control GSE127820,1/80,0.4552866773142844,0.807565301289098,0,0,1.6683544303797468,1.3127079770846095,ACTC1
1021,HDSigDB_Mouse_2021,Changes In DNA Methylation In Frontal Lobe Region Of HD Vs Control GSE72778,2/204,0.4571178687945019,0.8100200199479873,0,0,1.3055352515117284,1.0219912759745418,SERBP1;OSGEP
1022,HDSigDB_Mouse_2021,Liver RNA M14 Module (Cyan) PMID26900923,8/977,0.4587441228564408,0.8121071422219104,0,0,1.0900142169492015,0.8494074118273093,TLE4;DHX8;SLC25A19;CCNF;G3BP1;TSR1;SENP3;UBQLN4
1023,HDSigDB_Mouse_2021,Hdac4 Interactome In Whole Brain Of Q20 And Q140 HD Mice PMID31040226,2/205,0.4596295472266935,0.8123452013360482,0,0,1.2990379211161438,1.0097869228334373,DRAP1;RPL4
1024,HDSigDB_Mouse_2021,Genes Up-Regulated In Medulla Of 28 Week Old WT Mice Vs Atxn 1 154Q/2Q Mice Both Treated With Vehicle GSE114674,19/2414,0.4601812533339565,0.8123452013360482,0,0,1.048984627063959,0.814153513717881,SPARC;COG4;WDR18;CCNF;SLC2A1;VEGFB;DLK1;FRMD5;PDF;EEF1D;CCDC85B;SLC25A19;CBS;FTH1;PMP22;RPL13;RAPGEF5;UBQLN4;MYH7
1025,HDSigDB_Mouse_2021,Expression In The Heart Of Mice Inducibly Expressing Celf1 For 72 H GSE56185,21/2676,0.460224283031908,0.8123452013360482,0,0,1.0461364624076488,0.8118451384639193,ACTR2;TNFAIP8;DOCK8;CCDC58;SLC2A1;FURIN;CRIP2;AIG1;OSGEP;ZWINT;FAM189B;CCND3;FRMD5;CSRP3;MYL7;ACTC1;NCL;TSR1;MAN2B1;PPIG;CALM2
1026,HDSigDB_Mouse_2021,Striatum Protein Module pM30 (Steelblue) PMID26900923,6/720,0.4617172563799451,0.8133089523186577,0,0,1.1089539263981454,0.8570024492402464,TLE4;RPL4;ACTR2;RPS9;PDF;SLC2A3
1027,HDSigDB_Mouse_2021,Expression In Cerebellum Of 12 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177,31/3992,0.4626610073389515,0.8133089523186577,0,0,1.0362029790456957,0.7986644906084339,SPARC;AHNAK;DOCK8;CPOX;SLC2A3;OSGEP;CCND3;PRDX1;G3BP1;IGF2BP1;CNNM3;TMPO;RPS9;RPL41;RRM1;CSNK2A1;COG4;CCDC58;IGF2;ZWINT;ETV5;FRMD5;TRAPPC6A;ABI3;EEF1D;NEDD4;SERBP1;RPS20;RAPGEF5;RPS21;PRRT4
1028,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Cerebellum Of Spinocerebellar Ataxia 1 Mice GSE9914,12/1502,0.4629346358367826,0.8133089523186577,0,0,1.0637245907971609,0.8192481406675739,RPL41;PDF;CSNK2A1;EEF1D;MDK;NCL;RPL22;BTF3L4;VPS41;SLC2A1;PPIG;TMPO
1029,HDSigDB_Mouse_2021,Genes Down-Regulated In Corpus Callosum Of BN Vs BACHD Mice PMID31015293,3/334,0.4633540873582471,0.8133089523186577,0,0,1.195272311586511,0.919479660286756,DRAP1;VEGFB;ESAM
1030,HDSigDB_Mouse_2021,Striatum RNA M53 Module (Palevioletred3) PMID26900923,1/82,0.4635137696628598,0.8133089523186577,0,0,1.6269958847736623,1.251028352007728,FRMD5
1031,HDSigDB_Mouse_2021,Genes Down-Regulated In HdhQ111 Striatal Cells Vs HdhQ7 GSE98739,29/3731,0.4637794845257284,0.8133089523186577,0,0,1.0367966805714235,0.7966186741795082,BEX1;DOCK8;CRABP1;CCNF;SLC2A1;SLC2A3;WDR89;RASIP1;TUBB5;CCDC85B;G3BP1;KDR;EIF5A;PEG3;CCDC58;KRT8;AIG1;PDIA6;ETV5;DKC1;ABI3;EEF1D;NCL;HAND2;TSR1;FLYWCH1;CYTB;CALM2;PRRT4
1032,HDSigDB_Mouse_2021,Genes Up-Regulated In R6/1 Poor Vs WT GSE135057,20/2550,0.4639139413280913,0.8133089523186577,0,0,1.0451075641915335,0.8027013602648213,YWHAE;RRM1;BEX1;ARL6IP1;PEG3;SLC2A1;AIG1;CDC25A;ZWINT;EEF1A1;UBB;NEDD4;SERBP1;VPS41;GRB10;ANO10;FLYWCH1;VIM;CNNM3;TMPO
1033,HDSigDB_Mouse_2021,Genes Up-Regulated In Astrocytes Of zQ175DN Vs HdhQ20 PMID32681824,3/335,0.4653052285264987,0.8149591575062758,0,0,1.191611038749593,0.9116559471461364,NEDD4;SLC2A3;CYTB
1034,HDSigDB_Mouse_2021,Cortex RNA M14 Module (Cyan) PMID26900923,7/853,0.4657817642583031,0.8150055797795043,0,0,1.0919112818492251,0.8342617901351971,DHX8;CCNF;SLC41A1;MCMBP;SLC2A3;MEST;ETV5
1035,HDSigDB_Mouse_2021,HD Markers In hNSCs GSE34201,2/208,0.467124295201183,0.8165657322483999,0,0,1.279924415195152,0.9742271398505558,BEX1;CRABP1
1036,HDSigDB_Mouse_2021,Down-regulated Genes In Corrected iPSCs Vs HD iPSCs GSE93767,2/209,0.4696089767646251,0.8193482360892183,0,0,1.273676360924683,0.9627145119017052,ANXA2;EZH2
1037,HDSigDB_Mouse_2021,Down-regulated Genes In Cerebellum Of HD Q175 Mice PMID26900923,9/1117,0.4696209105801262,0.8193482360892183,0,0,1.0720305588040882,0.8102723029857305,CDH5;SPARC;MDK;FTH1;TSPAN18;PMP22;SLC41A1;SLC2A3;RAPGEF5
1038,HDSigDB_Mouse_2021,Genes Up-Regulated In Endothelial Cells Of zQ175DN Vs WT PMID32681824,4/467,0.4706819546373481,0.8196728761940186,0,0,1.1393308943447789,0.8585686224703459,TLE4;FRMD5;FTH1;AIG1
1039,HDSigDB_Mouse_2021,Differentially Expressed Proteins In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 PXD005526,1/84,0.4716174141326159,0.8196728761940186,0,0,1.587630522088353,1.193242755486388,ACTB
1040,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Retina Of 9 Wk R6/2 HD Mice GSE3634,1/84,0.4716174141326159,0.8196728761940186,0,0,1.587630522088353,1.193242755486388,CSRP3
1041,HDSigDB_Mouse_2021,Genes Down-Regulated In Mbnl2 Binding Sites In Hippocampus From Myotonic Dystrophy 2 Patients Vs Healthy Controls GSE68890,1/84,0.4716174141326159,0.8196728761940186,0,0,1.587630522088353,1.193242755486388,PEG3
1042,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Cerebellum Of 6 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177,2/210,0.4720868075904094,0.8197020216167128,0,0,1.2674883840991225,0.951367143022108,PDIA6;ETV5
1043,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Quadriceps Muscle Of 3 Mon Mbnl1 KO Myotonic Dystrophy Mice GSE14691,5/598,0.4725528010012295,0.81972521323106,0,0,1.112060800665296,0.8336072151674855,FAM189B;PDF;DKC1;TMPO;MYH7
1044,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of WT Mice Compared To Atxn1[82Q] KI Mice GSE114815,28/3615,0.4736221035316776,0.8207939038237972,0,0,1.0320375520454397,0.7712886463522681,BEX1;AHNAK;DOCK8;SLC41A1;FURIN;MDK;CBS;FTH1;KDR;GRB10;TMPO;TLE4;EIF5A;RPL41;PEG3;COG4;ZWINT;ETV5;DLK1;DRAP1;FAM189B;FRMD5;MAN2B1;CYTB;RPL29;CALM2;PRRT4;DCTPP1
1045,HDSigDB_Mouse_2021,Genes Down-Regulated In Corticostriatal Projection Neurons Of R6/2 Vs WT PMID32681824,8/991,0.4747642344385316,0.8219866429906126,0,0,1.0736933463281375,0.7998338431269113,CCND3;BTF3L4;SLC2A3;CRIP2;RAPGEF5;CALM2;ETV5;MYH7
1046,HDSigDB_Mouse_2021,Genes Up-Regulated In Selisistat Treated STHdhQ111 Vs Control GSE129143,1/85,0.4756235195581388,0.8226878642977932,0,0,1.5686507936507936,1.165709366992043,SNORD15B
1047,HDSigDB_Mouse_2021,Changes In DNA Methylation In Parietal Lobe Region Of HD Vs Control GSE72778,2/212,0.4770217635658745,0.8243190971543881,0,0,1.255289229785874,0.9291565057391044,IGF2;AIG1
1048,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Markers In Human Caudate Nucleus GSE26927,19/2439,0.4790580376794215,0.8251926447557897,0,0,1.03666103180566,0.7629136070075204,SPARC;AHNAK;DHX8;COG4;IGF2;VEGFB;SLC41A1;CNN2;TMEM54;DKC1;EEF1D;CBS;PRDX1;SERBP1;SPECC1L;G3BP1;ANO10;VIM;CNNM3
1049,HDSigDB_Mouse_2021,Genes Changed In Oligodendrocytes Of R6/2 Vs WT PMID32681824,2/213,0.4794788143300287,0.8251926447557897,0,0,1.2492763764750787,0.9182875570872328,FRMD5;FTH1
1050,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Forebrain Of 4 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867,2/213,0.4794788143300287,0.8251926447557897,0,0,1.2492763764750787,0.9182875570872328,AHNAK;ACTB
1051,HDSigDB_Mouse_2021,Genes Up-Regulated In Influence Of Hsp90 Inhibitor On Expression In WT Mice GSE29681,13/1651,0.4794868489165194,0.8251926447557897,0,0,1.0473314929836668,0.7698292960532384,PEG3;CPOX;HSPE1;AIG1;ZWINT;ETV5;UBB;NCL;NEDD4;GRB10;HOXD4;MEST;UBQLN4
1052,HDSigDB_Mouse_2021,Genes Changed In HD Vs Normal NPCs GSE118088,35/4547,0.4798055521412736,0.8251926447557897,0,0,1.0256079573245291,0.753180184051656,TNFAIP8;SPARC;AHNAK;CRABP2;DOCK8;CRABP1;SLC2A1;SLC2A3;CRIP2;ACTB;PDF;CBS;KDR;GRB10;IGF2BP1;TLE4;PEG3;IGF2;VEGFB;ZWINT;DLK1;RPS26;H19;FRMD5;MYL7;TMEM54;HAND2;NEDD4;PMP22;ESAM;HOXD4;FLYWCH1;FKBP9;RAPGEF5;MYH7
1053,HDSigDB_Mouse_2021,Baseline Differences In PC12 Htt-Q74 Vs PC12 Htt-Q23 Cells PMID28499347,17/2179,0.4814043143919559,0.8264897496713218,0,0,1.0378691648142266,0.7587319607996881,TNFAIP8;SPARC;ANXA2;CCNF;KRT8;VEGFB;AIG1;RASIP1;OSGEP;KRT18;CBS;RPA3;SERBP1;MEST;PRRT4;CNNM3;EZH2
1054,HDSigDB_Mouse_2021,Expression In Drosophila S1 Line Encoding Toxic Repeat-Containing dsRNA GSE42910,2/214,0.4819288656283356,0.8264897496713218,0,0,1.2433202481955172,0.9075725035557664,SLC2A1;SLC2A3
1055,HDSigDB_Mouse_2021,Striatum RNA M24 Module (Darkgrey) PMID26900923,2/214,0.4819288656283356,0.8264897496713218,0,0,1.2433202481955172,0.9075725035557664,GRB10;DLK1
1056,HDSigDB_Mouse_2021,Brown4 Module Eigengene Expression Profile Across Striatal Astrocytes Of R6/2 And Q175 Mice PMID31619545,1/87,0.4835454339186298,0.8284775599116732,0,0,1.532015503875969,1.1131777848050626,WDR89
1057,HDSigDB_Mouse_2021,Genes Up-Regulated In Brain Vs Spinal Cord Derived OPCs From E13.5 Mouse Embryos PMID30078729,6/737,0.4842254524235402,0.8288585012656251,0,0,1.0822019906599367,0.7848179374333009,RRM1;ARL6IP1;DHX8;KDR;DCTPP1;ETV5
1058,HDSigDB_Mouse_2021,HD Markers In Human Caudate Nucleus GSE26927,38/4952,0.4852422775655359,0.8298146975176445,0,0,1.022057260995314,0.7390567305974074,SPARC;BEX1;AHNAK;CRABP2;DHX8;CRABP1;SLC41A1;ACTB;CNN2;PDF;ZNHIT3;CBS;PRDX1;G3BP1;GRB10;ANO10;CNNM3;TLE4;ACTR2;RPL41;COG4;IGF2;VEGFB;COX6C;ETV5;TMEM54;DKC1;EEF1D;RPA3;SERBP1;SPECC1L;NDUFS4;NDUFAB1;TSR1;FLYWCH1;VIM;CALM2;DCTPP1
1059,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Cerebrum Of 18 Wk R6/1 HD Mice GSE3621,1/88,0.4874616927857995,0.8325095706254009,0,0,1.5143295019157088,1.0881117272694325,VIM
1060,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In 12 Wk R6/2 HD Mice (Set2) GSE9804,17/2187,0.4877375231549146,0.8325095706254009,0,0,1.0335752115001031,0.7420841393969807,TLE4;CRABP2;CSNK2A1;KRT8;IGF2;SLC41A1;CRIP2;WDR89;COPZ1;ETV5;CCDC85B;SERBP1;NDUFS4;PMP22;RPL29;DCTPP1;MYH7
1061,HDSigDB_Mouse_2021,Genes Up-Regulated In Oligodendrocytes Of HD Patients Vs Control PMID32681824,3/347,0.4884721771700465,0.8329784490159644,0,0,1.149336109365179,0.8234680199164656,TLE4;CPOX;CYTB
1062,HDSigDB_Mouse_2021,Friedreich Ataxia iPSCs Expression Vs hFib2-Ips5 Cell Line GSE22651,37/4828,0.4898092515606952,0.8336556461474957,0,0,1.0200888361584404,0.7280774369734673,COX7B;SPARC;CRABP1;BTF3L4;CRIP2;ACTB;CNN2;TUBB5;PDF;UBB;ZNHIT3;MDK;G3BP1;RPL13;MEST;UBQLN4;ACTR2;ANXA2;CSNK2A1;COG4;KRT8;VEGFB;HSPE1;PDIA6;CDC25A;COPZ1;ZWINT;ETV5;DLK1;RPS26;FRMD5;MYL7;KRT18;NEDD4;VPS41;VIM;CALM2
1063,HDSigDB_Mouse_2021,Genes Up-Regulated In Medulla Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674,6/742,0.4907940248757103,0.8336556461474957,0,0,1.0745689655172417,0.7648037655183496,SPARC;CBS;DOCK8;PMP22;SLC41A1;RAPGEF5
1064,HDSigDB_Mouse_2021,Differentially Expressed Genes In iPSCs From HD Patient Vs Control PMID30713489,1/89,0.4913484498613987,0.8336556461474957,0,0,1.4970454545454546,1.0638030884438272,CBS
1065,HDSigDB_Mouse_2021,Genes Up-Regulated In The Liver Of zQ175 Neo- Mice Vs WT GSE123657,1/89,0.4913484498613987,0.8336556461474957,0,0,1.4970454545454546,1.0638030884438272,RASIP1
1066,HDSigDB_Mouse_2021,Liver RNA M45 Module (Darkorange2) PMID26900923,1/89,0.4913484498613987,0.8336556461474957,0,0,1.4970454545454546,1.0638030884438272,COG4
1067,HDSigDB_Mouse_2021,Up-regulated Genes In Friedreich Ataxia Vs Control Fibroblasts GSE104288,9/1138,0.4921463517474024,0.8336556461474957,0,0,1.0509113137638944,0.7450742034650967,CDH5;TUBB5;ARL6IP1;CCNF;KDR;VEGFB;CDC25A;ZWINT;ETV5
1068,HDSigDB_Mouse_2021,Differentially Expressed Genes In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 GSE73468,29/3776,0.4921803996260961,0.8336556461474957,0,0,1.0214904163768173,0.724144734084138,RPL4;YWHAE;SPARC;BEX1;CRABP2;SLC41A1;CDH5;UBB;MDK;CBS;FTH1;GRB10;RPL13;ACTR2;COG4;IGF2;SENP3;DLK1;EEF1A1;H19;FRMD5;ABI3;TSPAN18;SERBP1;NDUFAB1;PMP22;RPS20;RPL29;RAPGEF5
1069,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In NSCs Lines HD109i.1 And HD60i.4 From HD Patients GSE37517,18/2325,0.4925519278728991,0.8336556461474957,0,0,1.029087673670522,0.7287539794168412,SPARC;PEG3;DOCK8;IGF2;FURIN;CRIP2;AIG1;SENP3;ZWINT;DLK1;DHODH;RPS26;CCND3;ACTC1;TSPAN18;NEDD4;KDR;TMPO
1070,HDSigDB_Mouse_2021,Influence Of Hsp90 Inhibitor On Expression In WT Mice GSE29681,26/3382,0.4934639794262001,0.8344194834181591,0,0,1.022212157330155,0.7219939797423724,AHNAK;SLC2A1;CPOX;SLC41A1;CCND3;TUBB5;PDF;UBB;GRB10;MEST;UBQLN4;TMPO;PEG3;HSPE1;AIG1;ZWINT;ETV5;DHODH;TRAPPC6A;SLC25A19;NCL;NEDD4;NDUFS4;ESAM;HOXD4;DCTPP1
1071,HDSigDB_Mouse_2021,HD-specific Set Of Genes (Cluster 1) PMID28499347,7/877,0.4950089048743595,0.8358041975438053,0,0,1.060448595146871,0.7456857414690528,CSRP3;TRAPPC6A;SPARC;PDF;TMEM54;HOXD4;AIG1
1072,HDSigDB_Mouse_2021,HD Grade 0 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,4/482,0.4952059105270586,0.8358041975438053,0,0,1.102723934762189,0.7749741155419513,BEX1;PEG3;SPECC1L;CALM2
1073,HDSigDB_Mouse_2021,Genes Changed In Cysteamine Treated STHdhQ111 Vs Control GSE129143,5/614,0.4957276963122028,0.8359058268355675,0,0,1.0819443507209214,0.7592311888932495,FTH1;SPECC1L;NDUFAB1;CRIP2;VIM
1074,HDSigDB_Mouse_2021,Genes Down-Regulated In R6/1 Good Vs WT GSE135057,19/2463,0.4971193357278882,0.8374726669797262,0,0,1.025067574269702,0.7164455281766563,RPS9;CRABP2;RPLP1;CCNF;IGF2;SLC41A1;CRIP2;ETV5;DRAP1;CBS;FTH1;PMP22;KDR;RPL13;RPS20;CYTB;RPS21;UBQLN4;MYH7
1075,HDSigDB_Mouse_2021,Markers Of Dorsal Motor Nucleus Of The Vagus In Myelencephalon PMID22996553,2/221,0.4988804255739155,0.8391375952145314,0,0,1.2031503784744568,0.836657346098373,ANXA2;MYH7
1076,HDSigDB_Mouse_2021,Striatum RNA M52 Module (Salmon4) PMID26900923,1/91,0.4990343401689951,0.8391375952145314,0,0,1.4636296296296296,1.0173402210291151,KDR
1077,HDSigDB_Mouse_2021,Genes Changed In Astrocytes Of HdhQ170 Vs HdhQ20 PMID32681824,5/617,0.5000328831142625,0.8394495549940905,0,0,1.0764728265735517,0.7460833114588152,NCL;NEDD4;SLC2A3;CYTB;RAPGEF5
1078,HDSigDB_Mouse_2021,Genes Up-Regulated In Parkinson Disease Markers In Human Substantia Nigra GSE26927,10/1278,0.50050224404064,0.8394495549940905,0,0,1.0392755665928362,0.7193275128506134,TLE4;CNN2;CDH5;FRMD5;CSNK2A1;CBS;CPOX;ESAM;MAN2B1;CNNM3
1079,HDSigDB_Mouse_2021,Amyotrophic Lateral Sclerosis Markers In Human Cervical Cord GSE26927,5/618,0.5014649359049054,0.8394495549940905,0,0,1.0746608862767884,0.7417541482798371,UBB;COG4;HOXD4;PPIG;RPS21
1080,HDSigDB_Mouse_2021,H3K4 Trimethylation Changes In Human HD Prefrontal Cortex GSE68952,34/4453,0.5022412064900927,0.8394495549940905,0,0,1.014693737029107,0.6987939898430012,RPL4;COX7B;DHX8;BTF3L4;CPOX;WDR89;RASIP1;OSGEP;PRDX1;G3BP1;RPL13;CNNM3;TLE4;EIF5A;ACTR2;RPS5;COG4;CCDC58;HSPE1;COPZ1;ZWINT;ETV5;ARMC10;DKC1;NCL;RPA3;NEDD4;SERBP1;NDUFS4;VPS41;TSR1;RPS20;RPS21;SNRPA
1081,HDSigDB_Mouse_2021,Genes Changed In The Astrocytes Of R6/2 Mice Vs WT At 1 Month Old GSE124846,7/883,0.5022454491879371,0.8394495549940905,0,0,1.0528522957889397,0.7250639330780309,SPARC;PEG3;ABI3;PMP22;SLC2A1;CRIP2;MYH7
1082,HDSigDB_Mouse_2021,Bcl11b Regulated Genes In Mouse Striatal Cells GSE31096,1/92,0.5028339100234974,0.8394495549940905,0,0,1.4474725274725275,0.9951306495065088,CBS
1083,HDSigDB_Mouse_2021,"Up-regulated Genes In LPS, TAT, Or DAQ Activated Microglia PMID16384912",1/92,0.5028339100234974,0.8394495549940905,0,0,1.4474725274725275,0.9951306495065088,CSRP3
1084,HDSigDB_Mouse_2021,Genes Changed In Pvalb/Th-expressing Interneurons Of zQ175DN Vs WT PMID32681824,3/355,0.5036479881151601,0.8394495549940905,0,0,1.1227541461916462,0.7700720215868967,PEG3;CYTB;ETV5
1085,HDSigDB_Mouse_2021,Genes Up-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 96 H Of Induction PMID28499347,3/355,0.5036479881151601,0.8394495549940905,0,0,1.1227541461916462,0.7700720215868967,TRAPPC6A;SPARC;AIG1
1086,HDSigDB_Mouse_2021,Genes Changed In HDACi 106 Vs Vehicle Treated Friedreich Ataxia Carrier Blood Cells GSE30933,9/1149,0.5038551442730957,0.8394495549940905,0,0,1.0401593773165307,0.7129943707589029,DRAP1;SPARC;ARMC10;NEDD4;NDUFAB1;CRIP2;FLYWCH1;PDIA6;RPS21
1087,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In PC12 Cells With AR10Q Upon Ligand Stimulation GSE50383,1/93,0.5066048513812355,0.8432549502310822,0,0,1.4316666666666666,0.973567643376506,TRIM67
1088,HDSigDB_Mouse_2021,Genes Changed In dSPNs Of zQ175DN Vs WT PMID32681824,5/622,0.507177725351126,0.843433297163351,0,0,1.0674718589729355,0.7247000200253033,TLE4;FRMD5;MDK;CALM2;ETV5
1089,HDSigDB_Mouse_2021,CAG Length-Dependent Genes In iSPNs Of HD Mice PMID32681824,16/2080,0.5077833293166165,0.8436656966902684,0,0,1.0212460522538045,0.692098898430861,SPARC;PEG3;SLC2A1;CPOX;SLC41A1;CRIP2;DLK1;PMP22;GRB10;FLYWCH1;VIM;CYTB;PFN1;UBQLN4;SNRPA;MYH7
1090,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs WT Mice GSE38962,1/94,0.510347378574852,0.8446105233517067,0,0,1.416200716845878,0.9526267442751124,TLE4
1091,HDSigDB_Mouse_2021,Locuses With Increased DNA Methylation In Parietal Lobe Region Of HD Vs Control GSE72778,1/94,0.510347378574852,0.8446105233517067,0,0,1.416200716845878,0.9526267442751124,IGF2
1092,HDSigDB_Mouse_2021,Neuron Gene Module M13 From Human Brain PMID20616000,1/94,0.510347378574852,0.8446105233517067,0,0,1.416200716845878,0.9526267442751124,BEX1
1093,HDSigDB_Mouse_2021,Mitochondrion-specific Gene Module M5 From Human Brain PMID20616000,2/226,0.5107717299966225,0.8446105233517067,0,0,1.1759947267497604,0.7900714783404224,TUBB5;CALM2
1094,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 3 Markers In Human Frontal Lobe BA4 (HG-U133A) GSE3790,3/359,0.5111502670311819,0.8446105233517067,0,0,1.109911175220164,0.7448521412074186,PEG3;RAPGEF5;TMPO
1095,HDSigDB_Mouse_2021,Genes Down-Regulated In Influence Of Hdac4 Reduction On Expression In 9 Wk R6/2 HD Mice GSE38218,3/359,0.5111502670311819,0.8446105233517067,0,0,1.109911175220164,0.7448521412074186,NEDD4;SPECC1L;VPS41
1096,HDSigDB_Mouse_2021,Genes Down-Regulated In The Striatum Of zQ175 KI Mice Vs WT GSE123657,17/2218,0.5121655781922525,0.8455167384741743,0,0,1.0172309737093723,0.6806366818067954,SPARC;AHNAK;DOCK8;SLC41A1;CRIP2;SENP3;RASIP1;ETV5;CDH5;FTH1;PMP22;KDR;ESAM;CALM2;PRRT4;UBQLN4;MYH7
1097,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Friedreich Ataxia iPSCs-derived Neurons Vs iPSCs GSE65399,20/2617,0.5131799444859845,0.8463324966897634,0,0,1.0142060569006517,0.6766059949843115,TLE4;ACTR2;SPARC;BEX1;AHNAK;CRABP1;BTF3L4;CRIP2;ACTB;COPZ1;H19;CCND3;ACTC1;VPS41;PMP22;FLYWCH1;VIM;CALM2;MEST;EZH2
1098,HDSigDB_Mouse_2021,Friedreich Ataxia iPSCs Expression Vs BG01 Cell Line GSE22651,36/4737,0.5136081620605126,0.8463324966897634,0,0,1.0087178491162845,0.67210329096408,YWHAE;BEX1;CRABP2;ARL6IP1;RPLP1;CRABP1;CRIP2;ACTB;PDF;UBB;ZNHIT3;MDK;G3BP1;KDR;IGF2BP1;RPL13;ANO10;RPL41;ANXA2;CCDC58;KRT8;HSPE1;COPZ1;ZWINT;ETV5;DLK1;RPS26;FRMD5;TRAPPC6A;KRT18;DKC1;SLC25A19;VPS41;PMP22;RPS20;EZH2
1099,HDSigDB_Mouse_2021,Genes Down-Regulated In Mbnl2 Binding Sites In Hippocampus From Myotonic Dystrophy 1 Patients Vs Healthy Controls GSE68890,1/95,0.5140617042290114,0.8463324966897634,0,0,1.401063829787234,0.9322846481097492,GRB10
1100,HDSigDB_Mouse_2021,Down-regulated Genes In Cerebellum Of 6 Wk ATXN2Q127 Mice E-MTAB-6293,3/361,0.5148793354295894,0.8469086979681983,0,0,1.103597312396195,0.7325929541472918,PRRT4;ETV5;TRIM67
1101,HDSigDB_Mouse_2021,Genes Changed In Aged Vs Young Astrocytes PMID23954174,6/762,0.5167930658233694,0.8492851562668983,0,0,1.0450465243568692,0.6898485289348516,EEF1A1;ARL6IP1;ZNHIT3;SERBP1;POLR2G;RAPGEF5
1102,HDSigDB_Mouse_2021,Up-regulated Genes In Brainstem Of HD Q175 Mice PMID26900923,4/496,0.5176639601832876,0.8493131335049968,0,0,1.0705713179580776,0.7048951731398085,CPOX;ANO10;MEST;ETV5
1103,HDSigDB_Mouse_2021,Cortex RNA M45 Module (Darkorange2) PMID26900923,1/96,0.5177480394199429,0.8493131335049968,0,0,1.3862456140350876,0.9125191392137552,PMP22
1104,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs Pel Stem Cell Line GSE22651,33/4348,0.5185025958315201,0.8497811774216135,0,0,1.006779661016949,0.6612631957126629,TNFAIP8;SPARC;AHNAK;FURIN;CRIP2;ACTB;CNN2;CCND3;UBB;FTH1;GRB10;RPL13;ANO10;MEST;EIF5A;ANXA2;KRT8;VEGFB;PDIA6;COPZ1;ETV5;DRAP1;FAM189B;FRMD5;KRT18;TMEM54;NEDD4;VPS41;PMP22;MAN2B1;FLYWCH1;FKBP9;VIM
1105,HDSigDB_Mouse_2021,Top OPC-specific Genes In Humans And Mice PMID29892006,8/1031,0.5198906574968312,0.8512856968596395,0,0,1.0295237509313755,0.6734493344443637,RRM1;ACTC1;CCNF;MCMBP;WDR89;ETV5;EZH2;TMPO
1106,HDSigDB_Mouse_2021,Genes Down-Regulated In CAG Length-Dependent Genes In 2 Mon Mouse Striatum PMID26900923,1/97,0.5214065937603984,0.8522268423285935,0,0,1.371736111111111,0.893309029069844,MDK
